dataset,id,chain,addr,contractname,fp_sol,fp_sol2,fp_bytecode,fp_runtime,property,SWC,DASP
SolidiFI,Unchecked-Send-38,,,BIGBOMBv2,ff697b9d3d3c7ced362be9845734ac99,8e18433703d638ec1f27267917295d91,,,['Unchecked-Send'],[104],[4]
SolidiFI,Unchecked-Send-39,,,TAMCContract,7c54aeadae8d760ba1291576cb5b772a,e5bff21971b970cda8f80c57a7d9b718,,,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-39,,,TAMCContract,9e03e9536734eb9fb39623f5c5a2956e,65881ed9e5af0a08fb8b54258525941a,,,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-6,,,ChannelWallet,48118c2b5ab26f5b2aab1b59352547b4,59c9fbb10328399baca16de5bfac5fbc,,,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-4,,,PHO,327d0766e93e7ebb7ac491447f7d720b,60a9eb203d6f55d9c2502d64591a3df0,,,['Re-entrancy'],[107],[1]
JiuZhou,deleteDynamic,,,myBonus,9e60d542b54aa9ae929337976d91d690,655133aa5b22996203d0b4305fb03f33,dfba4caf1c26100c0f58c1214551b191,36a597394f6721de738a6a607d1c3dee,['Removes dynamic array elements'],[],[10]
SolidiFI,Unhandled-Exceptions-7,,,AccountWallet,a972f8fb1fe8d854b46bd92c83f1df55,bc4a386beddd45ab56cb96a319ab1459,,,['Unhandled-Exceptions'],[104],[4]
JiuZhou,NoConstBalanceInLoop1,,,NoWaste1,fc452aea74e07d208d2fb519861d9453,6beceeaa063bce98ff18b580f9c14165,b6a9941cfb98eafa71a9203c9f78a635,4b803ee43a915553c399283dd06881e9,[],[],[]
SolidiFI,Unchecked-Send-4,,,PHO,060542382a402916ceb3e1bf03cde783,7c160bb382ae4d6c5048ad31cdfd009c,,,['Unchecked-Send'],[104],[4]
JiuZhou,deleteDynamicArray,,,C,2d516f3e19729be9001860c518474022,95d82ba8911330e4d86592203ec1a22f,35c6fe4c18a1c8b501fbfa4500eb785d,ae4dab5bfe494b798c79e582cc5ae58b,['DOS by gaslimit'],[128],[5]
SolidiFI,Re-entrancy-40,,,SimpleSwapCoin,570b1a96f27b35bde1e620a40fba0095,eec3ba523884e67eeb737ac51e59aa2d,,,['Re-entrancy'],[107],[1]
JiuZhou,deprecated,,,Old,5436a080bd0e6bb074c165d6d7b8cba4,7f7576ff5d71d8a6eb648b1c77313f22,10f1eb9bef996fb8f36ca5aeb66d250b,cf008e19a5b93007701c3836a0b4cd83,['Use deprecated built-in symbols'],[111],[10]
SolidiFI,Unchecked-Send-40,,,SimpleSwapCoin,17e45be609e81cb9ee2903336517ba4a,2c4016958602765bdd81fdb8ff181791,,,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-41,,,AO,1e5b9e324fd9066b6f39c70806045141,06319b312c0395c319bdd1936f367f38,,,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-8,,,YFT,76d397cfc254cc18e83fe06dbbca1f2f,86d76afb0d446673dd8f02b66f208f25,,,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-9,,,XLToken,64a4eb4ded65b90d989f9647eba6723b,e3ce33dcb8f509ed7d87db1e981b6640,,,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-42,,,Staking,5f3a59643ab181bc0e7a14b0ac1988d3,94df222e512029dcfff4066465b3bb91,,,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-37,,,AugustCoin,88c321d773681d01fa3900117fe3a54a,d68d9709bb16575033a8f9d1d9523e7f,,,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-43,,,Post,6e6653bd9f7cff001d9299f5223dc4fe,0fdf847c785d7c7b22fa950a7774877b,,,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-44,,,Feed,3de769c437cc414f28f0e02f78594a35,f865cc23b454b0ab1cd8726bc68e6676,,,['Re-entrancy'],[107],[1]
JiuZhou,dowhileButNoContinue,,,gray_doWhileContinue,74e28c126192caa488f28fd004dcc94a,51b85f5384772275a41e95d074591014,09ac0598056d6e09d8d8cbc925acc57f,d611f0cfa105013d56ea926d2c8fcaf6,[],[],[]
JiuZhou,GuessNumber,,,GuessTheNumber,32e4857e9226cfd10b25785bf4129234,9dabb9f3b3288e273577810df65ccaf3,0c0aa23e9997f95619b4d24dab12b69e,8972156d4dab1eff4b030bad8267edbc,['Right-To-Left-Overridecontrolcharacter (U+202E)'],[130],[10]
SolidiFI,Re-entrancy-45,,,StockBet,2ef5c829e796b8cd723a49c55dccb39f,596f4d68a2d0ae1d9335c7062b45cd75,,,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-46,,,ProofOfExistence,149203d00c4bb5664dda100d6eb2db6b,bfb7ebc6f9aaa11320cef81e2dd2f542,,,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-9,,,XLToken,711b1efdaa7f1fe246879c249a83a0e7,1ca942bf8fb4dfdcac0fc25f3f6d99a6,,,['Unhandled-Exceptions'],[104],[4]
SolidiFI,tx.origin-1,,,HotDollarsToken,50ad1d12b96bf8a745bd022e4923d61e,6cff71c396d4ee24b92ef8258e6f0f6d,,,['tx.origin'],[115],[2]
SolidiFI,Re-entrancy-47,,,AcunarIEO,735483d61ed5b9d9aa9e31ef8567c988,3d282d5dab87007b45e08b371c651938,,,['Re-entrancy'],[107],[1]
JiuZhou,HardCodeAddress,,,HardCodeAddress,4198b0cc758eb6af1b8bedbd4ed4253e,43abcd5099a1f2cd526ce28ce5aa68d9,3ece417561b69318821bcca9d546762f,c501af50818226f7311e905e48c4dead,['DOS by non-existent address or contract'],[113],[5]
SolidiFI,tx.origin-10,,,DocumentSigner,2f28752fa3c4e3299b71fb526f3e418a,b694e6262ae9d8653ce959db6c671f5c,,,['tx.origin'],[115],[2]
SolidiFI,tx.origin-11,,,ForTheBlockchain,b573dbf75be1f453678ff395fed3e2bb,284256de893a79c7df20efe17e7a6876,,,['tx.origin'],[115],[2]
SolidiFI,tx.origin-12,,,Grand,21b8fffcb1c94110a9972715bd0448ec,01941b9c709b401dcd40486c48450c7a,,,['tx.origin'],[115],[2]
SolidiFI,Unchecked-Send-41,,,AO,a0d5800d355f5ddf9996def49b835809,d334bde4bb36b016e97de29916019c39,,,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-48,,,QurasToken,cd5d4b64f56290e306066f132b76be86,4ad3a6838948994d45db762c50c8fcf6,,,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-49,,,TAMC,cfd0c3461a7ba813b8ca80c6571d969a,a7dcc71a361d133eac5c744a448457f9,,,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-5,,,TTC,7af9d31dd83638da9a8d194c4dacd148,1de1bc2a433b6689f5ec03fa75e90b33,,,['Re-entrancy'],[107],[1]
JiuZhou,dowhileContinue,,,doWhileContinue,f0765707dffab55d365be3234f36686e,3575086be222c9ba8f47a3bff51bed11,778af1a34d4caf0eb6b57e94fd2fb1ce,2fb67d54d09c84ee7294411b9abf0a29,['continue in do-while'],[128],[5]
JiuZhou,NoPrivatePass,,,no_privatePass,848a7e81e4abbbf0ef0a783f6e73f246,aba0c1d5f19b175be95b8dd224830614,ba6e80a03d4396e76a5b4ef1856d2503,59d4e49983fd7e7d05804e9384fef2f8,[],[],[]
JiuZhou,NoDeleteDynamic,,,NoMyBonus,51c7ce3370b12d978e9191bc04154abb,13a6e5d608d7a919b3109aa289327496,8308a4ec6a2da1f28761a24a2a3c5122,522e00da9219c75931eb772d8d101166,[],[],[]
SolidiFI,Unchecked-Send-42,,,Staking,1c75347da7163c0e38239167e91113fb,792e9bb09fa2696e738f453c136b6c03,,,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-50,,,digitalNotary,0ddd1c046d2a572672c87f87e287a176,74363192b1b6420ede29283c10394fbf,,,['Re-entrancy'],[107],[1]
SolidiFI,tx.origin-13,,,BitCash,8b230929091f012b2f685f913463765c,1851e3a40faf993b6f932f7ddf9df0e4,,,['tx.origin'],[115],[2]
SolidiFI,Re-entrancy-6,,,ChannelWallet,4060560a9da63d25233ef2d24076e983,14d8165bd772a569f44c6f8a5e59613a,,,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-7,,,AccountWallet,82a95267f482b47b5df9f2afc4fa1130,c51cd1ac8efd16edd5a19105b4c199d7,,,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-8,,,YFT,9cd90eabda9b6628fe157db2bd97cfd3,0ae74b1de7510df8c6d98240ffdb5cbb,,,['Re-entrancy'],[107],[1]
SolidiFI,tx.origin-14,,,SaveWon,9ccedd24a5af6b4f8fee3633eb19230d,10a37f48ee1c374bce63610fcf714866,,,['tx.origin'],[115],[2]
SolidiFI,TOD-1,,,HotDollarsToken,6cdea8a472db0934dc539f8871e09043,76dcae361759e8d28783e761d6a28ebc,,,['TOD'],[114],[7]
SolidiFI,TOD-10,,,DocumentSigner,d8ceb5a3c196aa91cc3d5b9af9994808,239b394d6306013af66688120292a3b1,,,['TOD'],[114],[7]
SolidiFI,TOD-11,,,ForTheBlockchain,06e98fd1a644fe1e46ff58974127a1bb,b5c6d9699e052698680955e82029277e,,,['TOD'],[114],[7]
JiuZhou,NoProdigal,,,NoProdigal,b58deeaaab717523d47985c4d1561f63,5ffe09820f079dd866ade526f335e9ba,38d89b52b2dd73b20720479afbba27f3,2e4cee6f0b395a73318606f43605c401,[],[],[]
SolidiFI,tx.origin-15,,,MD,a56e554f70f96e666567541530fe4e8c,f4330fb5dd33511a48375c7372f29731,,,['tx.origin'],[115],[2]
JiuZhou,NoDeleteDynamicArray,,,C,2f3b02206937b810c0f09f7264f54235,86f6375ed1cfe482706f67b693208a76,cd96a74e23147340fc09183c8d0b65c9,5a1caf9174099c5d9cf4c8dd792dc33e,[],[],[]
SolidiFI,tx.origin-16,,,ExclusivePlatform,fea63b3902cc67b80563b0dcc7e46689,afe7323aef3088ecca6cab6176091650,,,['tx.origin'],[115],[2]
SolidiFI,TOD-12,,,Grand,cb3bc4b930a98627b90df11e69bc5ce4,e9535d2d2c17d867a56b178427804319,,,['TOD'],[114],[7]
SolidiFI,TOD-13,,,BitCash,aa5aab54dabc58741db51328edd8fc10,20b8fc96ca086fbed83c23ea6afc25c6,,,['TOD'],[114],[7]
SolidiFI,tx.origin-17,,,AZT,17b002d621d0adb10714b85f9514369d,94b1562f9ed7e02d45c3e6ea2efabfff,,,['tx.origin'],[115],[2]
JiuZhou,NoPushButNoPull,,,Gray_refunder,d71cb2f717636377740436673d1dcc9b,56f6e656211205f509907d54ce28c23a,78b7d17841659aa5643fab4a2fa6ce9b,82ac3ab46eb210d38ceb4d9aff2f2187,[],[],[]
SolidiFI,TOD-14,,,SaveWon,081234acd7c565a6692e5ecd767fa464,526986626dbfb5e5979e97663bb5721e,,,['TOD'],[114],[7]
JiuZhou,NoReentranceBySend,,,NoReentranceBySend,4a4837d1c628fae97c22d8bb39b40fbd,3d8acf141d0148b2cdc630ac22d1deab,7ee964c3e3724bde7600ef5c108c577d,5228fb3af811558a14b3149aca29db52,[],[],[]
SolidiFI,tx.origin-18,,,_Yesbuzz,971deacac2af530ca4d35deac57306b1,687c6ebc0f1807af85faf8a2f7e6c31c,,,['tx.origin'],[115],[2]
SolidiFI,tx.origin-19,,,ethBank,770b07a7de09c7d668c973eeb1a17aaa,8b68288bc3f97ce2da439876ee2027ba,,,['tx.origin'],[115],[2]
SolidiFI,TOD-15,,,MD,68274dd0420f2a50c800c48696c56aee,f5d280242757e4edce877fc1420eb9b8,,,['TOD'],[114],[7]
JiuZhou,NoDeprecated,,,Old,625e0ae619014280b489f215b8beef48,7c52d5e05eda4c43e829304153651c9f,cce475ca92d499c3c601da0e3dfbd466,0513e63082d4b4c0439db4da07425a52,[],[],[]
SolidiFI,tx.origin-2,,,CareerOnToken,98a6aaebae6d769ed139c7f6f790b474,0a529303c292b1664240c5e3630d8be6,,,['tx.origin'],[115],[2]
SolidiFI,TOD-16,,,ExclusivePlatform,2bf6f5458ef5ebdb9e89b2b723ba2e47,7b8c508353f16b7b0b7701f7b9936979,,,['TOD'],[114],[7]
JiuZhou,dowhileContinueIn050,,,gray_doWhileContinue,f063cdc48d1d12f580289e9954daa976,1edb7bb7c2bc0ffb71d408a05e57095b,703887d8c44635168a351297b65b4c4e,1ed09ac5e26daecc753ee6d18a6375c6,[],[],[]
SolidiFI,Unchecked-Send-43,,,Post,d3090b7973f19569d439c7b89a70edb2,8e0fe0062024caa5e404a4860000cfff,,,['Unchecked-Send'],[104],[4]
SolidiFI,tx.origin-20,,,RampInstantEthPool,742c15513200feb9973f9d317cc09ffe,8430951dd05f57bc884f7277ce38b626,,,['tx.origin'],[115],[2]
SolidiFI,TOD-17,,,AZT,4b24b03ac448d5a256ace0100f735714,f44d75d7f3a974ea5be2ce92c785071c,,,['TOD'],[114],[7]
JiuZhou,NoFalseOrder,,,,53844e55fbaa3f5af497297a11c3ca29,e8ec10ce32f8c350651870f1b69a34c1,d7d9693f8cd3e406e32ba1710abbc831,0d23f87e62fc3d3b27595e65caae256e,[],[],[]
SolidiFI,Unchecked-Send-44,,,Feed,a5b655d066fc8e2a560fd8a47e64a759,3e34be76a7815418d0e42afa48ecd40e,,,['Unchecked-Send'],[104],[4]
SolidiFI,TOD-18,,,_Yesbuzz,c206245d6caa7135bccfbab9f4404d23,d6b2fe5819111f3158e8a558e916697c,,,['TOD'],[114],[7]
SolidiFI,TOD-19,,,ethBank,0761a37c97dccdc9d7f9d036e8588207,50e9b99c7fbebb057beb471d4ed04aa9,,,['TOD'],[114],[7]
SolidiFI,TOD-2,,,CareerOnToken,844793d78cdf0dc4b986468b38bd8054,70ff6c1dcb0a4ac18ff32abd09b2bb0a,,,['TOD'],[114],[7]
SolidiFI,TOD-20,,,RampInstantEthPool,ecb01576c9b028c5be086804a41ced45,cd9101c89690d4c4a1554eae83f5506c,,,['TOD'],[114],[7]
SolidiFI,tx.origin-21,,,StableDEX,92cf79d9b486c810a1f9b5cbd3d9da70,9d7055737cf91c76559b4ab7bbf5e908,,,['tx.origin'],[115],[2]
SolidiFI,Unchecked-Send-45,,,StockBet,db01c424e00222bde509d610d660670e,54808f36698d7ae8375521b320f0c313,,,['Unchecked-Send'],[104],[4]
SolidiFI,tx.origin-22,,,MindsyncPlatform,f5894112150c91e93db6c06ac0410e03,2b9da4555acf6acf2bef5ae7f858953d,,,['tx.origin'],[115],[2]
SolidiFI,TOD-21,,,StableDEX,3dadeb7e3c9cea9329b1491b884c0f19,e224bee8ea70a70fc1fe72a617a1b25e,,,['TOD'],[114],[7]
SolidiFI,TOD-22,,,MindsyncPlatform,9cb333ca5facce27e4580220e357f56b,598fbb9dcb183af11d69af5ae055810b,,,['TOD'],[114],[7]
JiuZhou,gray_ ArbitraryWrite,,,Wallet,3429415407626a1246b53444471dd625,36669634d519dcb1221dd0ba1175f453,ea590efb24c1c21b9a505e76d2b1302c,16533fb0db7813c7eb2f4415af9e7e10,[],[],[]
SolidiFI,TOD-23,,,AGR,e2117027860c722f6a93dc1d0f780e09,5a00979c6ac9ed5f0434f49c3ca6d74c,,,['TOD'],[114],[7]
JiuZhou,gray_BobAnswer,,,gray_BobAnswer,9c2315144520b52918c1ea16c4895f51,16274b1150d6bb89c95857c7d738a7e5,210ad02196dce4b82e9f03509c8e92b5,4495b1bec4129ae3d557d166b7f95252,[],[],[]
JiuZhou,NoReentranceByTransfer,,,NoSimpleDAOByTransfer,32bcfb9e179885981f5723508c10f1b1,1d9cfd66dcc44a3484dd28067aee0942,46b7f899fa00e5f3c1ebb7d7b6a19f34,fc2bf5c5bf86e68eb158235c32ae2490,[],[],[]
SolidiFI,TOD-24,,,FomoFeast,9c4fa04924122354888396aac1cafade,66d30ffcfecfccdfd06054a1c3131a7d,,,['TOD'],[114],[7]
SolidiFI,TOD-25,,,WhiteBetting,7ce26a0b3a9e1dbe11700936495160a4,d1117ee1a08a1f7388cd111083242d66,,,['TOD'],[114],[7]
JiuZhou,NoReplayAttack,,,no_transaction_malleablity,5734a4453bb917eb504f91c9686d73e2,ca3211b767fa029e4a68f6b5c571c0f7,1eeab195318eff5e22bae48d31ff71dc,4a96bf1967705d7c214a7f7bc68d5506,[],[],[]
SolidiFI,TOD-26,,,UBBCToken,e086ab2c488d7f2249f72fb0483ee475,e11041047facba7219c7db2f80ebe3c1,,,['TOD'],[114],[7]
JiuZhou,NoPreSentEther,,,No_PreSentEther,937fce5301f17228271e13f48fc9ac89,45ad25bffa589034cb08861f07b612c7,61bb1eda1d3653d968fe43e28c6c3e4f,84fa709dc486620233731189d87f1dd2,[],[],[]
JiuZhou,NoRequireError,,,,b034f1c33a31e7874066edd7833b5320,9a120f9e4c6154212807379c428c5ee3,d19f769077e416bc4435de18e46ab737,e71d2d98b98dc7f0378429eae86dbeec,[],[],[]
JiuZhou,NoPrivateModifier,,,NoOpenWallet,2e87c75a4e684b7d6d9c090e07f3af43,166435d66ce2927326c37c690478e7e6,4b3bbe59e2aa82dec4a333c6df1f4099,7687f359e40ee3307cbc262e63b77df8,[],[],[]
JiuZhou,gray_DowhileContinue,,,gray_doWhileContinue,87ff811a19938ccecda11f4bf378cd5c,9a6cde5ca21cef1b413494f8a749807d,648753fe690e5f424a38b3f67dca02b9,ec7b058c45c5af3c8d069ab9b23ce8ac,[],[],[]
JiuZhou,NoReturnInCons,,,NoHoneyPot,fc315b19f0d4629032969dae3a4fa14b,f510d60f6a9c21391237e2ff003f1ad9,893b8eb8553fc823e892bc390cebc2ee,faad578fc8d5276734eaf34443f5fc2f,[],[],[]
SolidiFI,tx.origin-23,,,AGR,f5f3ada03ff33a21fc3076639a98db7b,984fcd6dfa7c091119ab949611e1fd20,,,['tx.origin'],[115],[2]
SolidiFI,TOD-27,,,DanPanCoin,cff913efd1c50e4cdc2fe73cd7b49970,8e71d30048b54c851c80690f1892ae43,,,['TOD'],[114],[7]
SolidiFI,Unchecked-Send-46,,,ProofOfExistence,ff95df5ccdc02f17b277f85d2de38098,22e34943b72a1b283afa985f088f2983,,,['Unchecked-Send'],[104],[4]
JiuZhou,privateModifier,,,OpenWallet,ec3daf7826176e1719af886afdc202fd,7218ae8e4133af91c39f5fecfbe8a2c6,e45696f29067d714dba29c004899df17,ad89f56b65c73955f3aeb37015f1f5fc,['Public data'],[136],[10]
SolidiFI,TOD-28,,,HYDROGEN,6e7607cdf8963091a078d0d5b37d1421,dda85fcd73040c33bae93c7b599661d3,,,['TOD'],[114],[7]
SolidiFI,TOD-29,,,RaffleTokenExchange,f6f5761390b70487e0c83a40e75ac9df,cdd1d8ae29d18bfb88360a48bfe15cbf,,,['TOD'],[114],[7]
SolidiFI,TOD-3,,,CareerOnToken,b85717bcac15ccc2af8357c1f523838d,c1c70919727ab378619edc63c724b8c5,,,['TOD'],[114],[7]
SolidiFI,TOD-30,,,SKYBITToken,c32d761855f0c46fd555357d55d2ecf8,5a1fcb4a18f67ad3eb1a3e2650be2d0a,,,['TOD'],[114],[7]
SolidiFI,TOD-31,,,FeeTransactionManager,4610d6a3dd35306cb526d351b7ed1dd6,6ff43bd8e3ed48c0eaa48fb5628bfe51,,,['TOD'],[114],[7]
SBcurated,dos_address,,,DosGas,882a21aa1d44151b11139ef0c0c887ab,e29523b45a96c275d1b705a89e219c8e,,,"['SWC-128', 'denial_of_service-128']",[128],[5]
SolidiFI,Unchecked-Send-47,,,AcunarIEO,b5166d209f43c33796555e744540014c,62cf2b5d53331560845697ae4f39d3cd,,,['Unchecked-Send'],[104],[4]
SBcurated,dos_number,,,DosNumber,25da2b1b1e77bba58cf234eac71ad996,665bba73c636048299a4aa20b8e1d7d5,,,"['SWC-128', 'denial_of_service-128']",[128],[5]
SolidiFI,TOD-32,,,AsseteGram,2facec13a0d4bfd480faf725405cbcfe,50259b7792ac332b0930487fedffd9f4,,,['TOD'],[114],[7]
SolidiFI,TOD-33,,,Staking,acfa6cdc59e4a9be916229bfe9df007c,ecffcb6552977fc5271154bad80cb551,,,['TOD'],[114],[7]
SolidiFI,TOD-34,,,LollypopToken,c0a55122072a2af24cff4ed6f967efa4,610abc07faeba53ff63eac9b2bba2b42,,,['TOD'],[114],[7]
SolidiFI,tx.origin-24,,,FomoFeast,df3d8eee9617b1c68bb8c38e3d6fb568,07c7ffd722b55d290901233caf9e0d12,,,['tx.origin'],[115],[2]
SolidiFI,TOD-35,,,BitpayerDEX,51118a00c4fbf06d8cad50ec7ae50046,25cb06ca779d36f09b1a4d4b21a6acfc,,,['TOD'],[114],[7]
SolidiFI,Unchecked-Send-49,,,TAMC,8e15801d52711194623836be1d326a17,60b1902dd9c1c46e0f517cb54643c021,,,['Unchecked-Send'],[104],[4]
SolidiFI,TOD-37,,,AugustCoin,71223e893a8419dbc61a3f95cd9de5ad,031ab11f37ece2e23d3a2d2c90791c0b,,,['TOD'],[114],[7]
SolidiFI,Unchecked-Send-5,,,TTC,7063148d2dc1aede5e8ce5dce4316cdd,8c4e65b40ea3f10864bc740f4dbe7df6,,,['Unchecked-Send'],[104],[4]
SBcurated,dos_simple,,,DosOneFunc,2df19a9e14258e4ccd927da453faca58,d896a3ad1ddd75b15567993ef159c3c6,,,"['SWC-128', 'denial_of_service-128']",[128],[5]
JiuZhou,NoUnhandledException2,,,gray_xfBank,df422d23c78c887b61c9c8756264f3f3,0a5390a127657d445d3c6bcb246f3f8b,70d5c2c8f283af1df6b2ae6620e6b4b9,bb2f399615b81febd95265f0d7a1fd59,[],[],[]
SBcurated,eth_tx_order_dependence_minimal,,,EthTxOrderDependenceMinimal,6cb8409b6c9e9271ee3264a63dafc311,45b247064497fcc8410a6cb8e06d75c3,,,"['SWC-114', 'front_running']",[114],[7]
SolidiFI,TOD-38,,,BIGBOMBv2,605a12dad3eef98324bdf7934fe8a4f8,ee880ec0447dcbee82afe97ae4199843,,,['TOD'],[114],[7]
SolidiFI,TOD-39,,,TAMCContract,8ce8ef620c3c45c764425963c12558d2,8ae2294640caa639876053dbf71e3d16,,,['TOD'],[114],[7]
SWCregistry,Lockdrop,main,0x1b75b90e60070d37cfa9d87affd124bb345bf70a,Lockdrop,24c612cdf8860794850d30294478465f,d343db0d66bed5cb2d6d3edd7cc3005c,00c94a83745508ae9e4be6e3e9e9cc05,cba320e7b0eb2499cd29ef4e89c52448,['SWC-132'],[132],[5]
SolidiFI,TOD-4,,,PHO,b79acb07be86c013a5a860ed1f3df20e,0594fd7d4a81309c2730aa076b876623,,,['TOD'],[114],[7]
SolidiFI,TOD-40,,,SimpleSwapCoin,28afc25008117ec6a81234555124049e,a3bd32f6b32329a015116aa1a87d83f1,,,['TOD'],[114],[7]
JiuZhou,NoRevertError,,,NoalwaysFalse,b57aabdb7a5548fa958ded58681753e0,630ac6bb954cc513bea5e66fb4c35e83,739fa0f9bdd6af5a9076fa2731c9a806,c7d67de4dea720cc7c57f4d117803b28,[],[],[]
SWCregistry,MDTCrowdsale,,,MDTCrowdsale,d45c20e18623a8cf87ebb0d30506d420,7554d19a03b4985ccf4be50a41829507,cb513d7921f2bd9008edf7874837a64d,ec78264926b7c9d83277a34e0ebfcc45,['SWC-125'],[125],[10]
SolidiFI,TOD-41,,,AO,f8d0485a3e66fecddc7d0121314e05e0,b3db34cc4bfff93cb1b77c8b2a260c68,,,['TOD'],[114],[7]
SolidiFI,TOD-42,,,Staking,43b3a5495b7c935c55cc97f0d62111b5,7a28959e974530cc768739e33d6be03d,,,['TOD'],[114],[7]
SolidiFI,TOD-43,,,Post,ba2c65a3529f067ab9a620fdfd49e889,6e2f94ad659ac72ba863846cbb50e4bc,,,['TOD'],[114],[7]
SolidiFI,tx.origin-25,,,WhiteBetting,fa4e06a8d9de5f2273b4da41d83017b6,6a5d0ab5f634babc5caa839beeed88a0,,,['tx.origin'],[115],[2]
SolidiFI,Unchecked-Send-50,,,digitalNotary,246cda85b71ea82251323cce2809dbe3,60bd844a2247ffb21c211734cc171d88,,,['Unchecked-Send'],[104],[4]
SolidiFI,TOD-44,,,Feed,20e59e5e3c572f2ca9615794ce9420af,9da504fb34cebf70b02ea839d69b7a4c,,,['TOD'],[114],[7]
SolidiFI,TOD-45,,,StockBet,ab9c2681eb4aa3c242c82fe2da9b938c,8ce02ebe50973b29425dbaec192e2325,,,['TOD'],[114],[7]
SolidiFI,TOD-46,,,ProofOfExistence,4b764a6ddfa7867814b99051364679d5,a5884f6a260b788f147d9b2053be515e,,,['TOD'],[114],[7]
JiuZhou,NoHardCodeAddress,,,NoHardCodeAddress,f643dbc3bfb94b20c1b275ca79c8646e,6589e488c9833272fa0371e08137ec40,babec0334c843bbdf11e011ba52190ff,c501af50818226f7311e905e48c4dead,[],[],[]
JiuZhou,NoShadowingState,,,,683c888b9be160f85a44380779952931,7825a384c99571b938835f39147b1d13,a2b4b7d07574c0f01bc34f7b77943545,315e643400b9541e4955d6e8a66384fb,[],[],[]
SolidiFI,tx.origin-26,,,UBBCToken,fa95365ad70e58e4fc681ec533bc3d72,bd937e7b306348cdd946d7b1b218a3c2,,,['tx.origin'],[115],[2]
SolidiFI,TOD-47,,,AcunarIEO,f405291c759364a521641cee4b2020fd,7ff9e846a8c766ee01c711b595118a88,,,['TOD'],[114],[7]
SolidiFI,TOD-48,,,QurasToken,2b43ed6272900ff57bdf55da0d054ebf,9cfea4b89adbddbb2a1a263825a85c45,,,['TOD'],[114],[7]
SolidiFI,tx.origin-27,,,DanPanCoin,1bd057d453253eb65727796e2634a5a0,01a1c6eb2438e8440014317918f861a1,,,['tx.origin'],[115],[2]
JiuZhou,NoShortAddressAttack,,,,9b4463aab14b1a17e23c21ff9634819f,be6bb9f18965d07d74cdb5d451ea4aeb,f2d177c98058cc006d3b61e521982119,a1b61bbccbcbb75993f0c3b66b9781eb,[],[],[]
SolidiFI,TOD-49,,,TAMC,3ec58b50218ca4edd662d9a2143eedbc,81343e0693b417cb82536a3b0ac1884b,,,['TOD'],[114],[7]
SolidiFI,TOD-5,,,TTC,3154c61c2a42e95aa1ca74a63505f8f2,81cd785cce637825adeba7235dc8636d,,,['TOD'],[114],[7]
SolidiFI,tx.origin-28,,,HYDROGEN,86be690ed3a12807dbbcd28fbc7d75ad,c4f05c7431fedb883c9182648616661a,,,['tx.origin'],[115],[2]
SolidiFI,TOD-50,,,digitalNotary,c2b1bcb2fd86143a07872d286e7551d1,eec5e61213d9fdd74d36e1a50e703c14,,,['TOD'],[114],[7]
SolidiFI,TOD-6,,,ChannelWallet,54dfb393344c462d17b72a47ced70b19,1ec42269bc2ca19232c61e2c2a1e6f05,,,['TOD'],[114],[7]
SolidiFI,tx.origin-29,,,RaffleTokenExchange,8741cffb5d6e4460bda77cf0b8bfaa23,d0e7990f976b19c000758545bd78de33,,,['tx.origin'],[115],[2]
JiuZhou,NoSigWrongPara,,,NoSigWrongPara,7bebb71ff57f3d4ce138b59ded90501e,18fdb463e502f119ba6ff5f31b09aa98,6363de9c3ab9690e98a103a9b4d910bb,7c8483bb633a0e1038959fb24c7c0d0d,[],[],[]
JiuZhou,NoImmutableToConstant,,,NoWaste4,f1db9af25421b428e67ac0e456af91d8,4b57d707d7400243840a16255d1d9e0a,7ba8badbb61cdcffef4172e638a89a95,992d56df14b78546514ad127a410cb8a,[],[],[]
SolidiFI,Unchecked-Send-6,,,ChannelWallet,a0bcbd45efed6f24f48ff9bd7c2994b2,e2809c0beedcf678a1f29014cf968a60,,,['Unchecked-Send'],[104],[4]
SolidiFI,TOD-7,,,AccountWallet,6be598f09a0e93dc82035710ef495e1f,9df5336844e852af6d88921ff63b586f,,,['TOD'],[114],[7]
